TimeStamp,M_E,RSE,WHE,B1E,B2E,BME,CDE,CWE,DNE,DWE,EBE,EQE,FGE,FRE,GRE,HPE,HTE,OFE,OUE,TVE,UTE,WOE
1386525600,907,403,504,1,5,0,1,0,0,0,0,40,46,150,2,40,11,10,0,22,49,0
1386529200,900,431,469,0,21,0,0,0,0,0,0,40,52,129,1,40,9,11,0,21,50,0
1386532800,2328,1577,751,1,68,0,0,0,0,0,0,40,43,109,2,40,7,11,0,21,50,0
1386536400,2092,1615,477,0,25,0,0,0,0,0,0,40,52,132,2,40,10,10,0,21,50,0
1386540000,1588,951,637,1,51,0,1,0,0,0,0,41,177,120,1,40,9,12,0,21,52,0
1386543600,931,413,518,0,44,0,0,0,0,0,0,40,51,147,2,39,7,11,0,22,49,0
1386547200,1346,358,988,0,5,235,0,0,0,0,0,40,42,145,1,37,9,10,0,173,50,0
1386550800,1648,313,1335,20,55,270,0,0,0,0,0,40,65,117,2,38,7,11,0,147,49,0
1386554400,1854,486,1368,21,69,272,1,0,0,0,0,41,37,142,2,38,13,11,0,192,49,0
1386558000,2074,877,1197,21,58,135,0,0,0,0,0,40,53,141,1,38,15,10,0,102,50,0
1386561600,1166,399,767,17,55,0,0,0,0,0,0,40,38,110,2,38,6,11,0,21,50,0
1386565200,850,282,568,0,20,0,0,0,0,0,0,41,25,146,1,38,12,10,0,21,50,0
1386568800,814,103,711,1,98,0,0,0,0,0,0,40,53,152,2,38,6,11,0,21,50,0
1386572400,617,100,517,0,43,0,1,0,0,0,0,40,42,110,1,38,5,10,0,21,51,0
1386576000,526,95,431,1,5,1,0,0,0,0,0,41,47,109,2,39,5,11,0,22,53,0
1386579600,521,95,426,0,6,0,0,0,0,0,0,40,23,142,2,39,6,11,0,21,52,0
1386583200,547,93,454,1,5,0,0,0,0,0,0,40,35,147,2,39,5,10,0,21,53,0
1386586800,537,93,444,0,5,0,1,0,0,0,0,41,53,124,2,38,5,11,0,21,53,0
1386590400,496,81,415,1,5,0,0,0,0,0,0,40,23,129,2,39,5,10,0,21,52,0
1386594000,530,88,442,0,6,0,0,0,0,0,0,40,27,149,1,38,6,11,0,21,52,0
1386597600,1031,554,477,0,5,0,0,0,0,0,0,41,60,150,2,39,7,10,0,22,53,0
1386601200,1191,94,1097,1,5,0,0,0,0,0,0,40,24,146,2,38,8,11,0,21,51,0
1386604800,782,90,692,0,5,0,1,0,0,0,0,40,67,143,2,38,5,10,0,21,51,0
1386608400,748,81,667,1,41,0,0,0,0,0,0,41,63,142,8,39,7,11,0,21,51,0
1386612000,806,94,712,0,98,0,0,0,0,0,0,40,40,162,2,38,5,11,0,21,49,0
1386615600,744,93,651,1,102,0,0,0,0,0,0,40,19,127,1,37,6,10,0,21,49,0
1386619200,786,80,706,1,105,0,1,0,0,0,0,41,61,137,2,38,5,11,0,21,50,0
1386622800,783,90,693,0,105,0,0,0,0,0,0,40,29,145,2,38,6,10,0,22,49,0
1386626400,793,93,700,1,102,0,0,0,0,0,0,40,32,137,2,38,6,11,0,21,49,0
1386630000,650,105,545,0,25,0,0,0,0,0,0,41,60,126,4,38,7,10,0,21,50,0
1386633600,1664,386,1278,1,6,0,1,0,0,0,0,40,37,152,5,38,13,11,0,21,49,553
1386637200,2231,428,1803,0,54,0,0,0,0,0,0,40,73,111,2,38,12,11,0,21,49,641
1386640800,2529,1493,1036,12,55,31,0,0,0,0,0,41,43,139,1,38,17,10,0,37,50,0
1386644400,2881,1680,1201,21,55,161,1,0,0,0,0,39,42,141,2,38,11,11,0,118,50,0
1386648000,1592,769,823,16,54,0,0,0,0,0,0,41,63,122,2,38,10,10,0,24,50,0
1386651600,1023,283,740,0,108,0,0,0,0,0,0,40,56,135,2,38,18,11,0,23,50,0
1386655200,986,215,771,1,150,0,1,0,0,0,0,40,47,154,2,38,6,10,0,22,50,0
1386658800,774,101,673,1,122,1,0,0,0,0,0,41,42,113,2,39,6,11,0,23,51,0
1386662400,574,103,471,0,13,1,1,0,0,0,0,41,42,155,2,39,5,10,0,23,52,0
1386666000,531,90,441,0,6,0,0,0,0,0,0,40,22,148,1,39,5,11,0,22,51,0
1386669600,528,88,440,1,5,0,1,0,0,0,0,40,52,123,2,38,6,11,0,23,51,0
1386673200,531,96,435,0,5,0,0,0,0,0,0,41,30,145,2,39,5,10,0,22,52,0
1386676800,564,109,455,1,5,0,1,0,0,0,0,40,41,153,2,38,6,11,0,22,51,0
1386680400,526,81,445,0,6,1,0,0,0,0,0,40,43,125,2,39,5,10,1,23,51,0
1386684000,1031,592,439,1,5,0,0,0,0,0,0,41,40,140,2,39,8,11,0,22,52,0
1386687600,760,95,665,1,25,0,1,0,0,0,0,40,21,144,2,38,8,10,0,23,51,0
1386691200,586,93,493,0,5,0,0,0,0,0,0,40,62,129,5,39,5,11,0,22,51,0
1386694800,990,79,911,1,54,0,1,0,0,0,0,41,22,131,4,38,6,10,0,23,50,0
1386698400,795,93,702,1,100,0,0,0,0,0,0,41,49,148,2,38,6,11,0,22,51,0
1386702000,529,95,434,0,9,0,1,0,0,0,0,40,31,119,5,38,6,11,0,23,51,0
1386705600,528,80,448,1,5,0,0,0,0,0,0,40,42,147,2,39,5,10,0,22,51,0
1386709200,554,93,461,0,5,0,0,0,0,0,0,39,41,147,2,38,6,11,0,23,51,0
1386712800,541,96,445,0,20,0,1,0,0,0,0,41,48,123,2,38,5,10,0,22,50,0
1386716400,801,326,475,1,13,0,0,0,1,0,0,40,63,138,1,39,8,11,0,23,51,0
1386720000,1359,928,431,0,5,0,1,0,0,0,0,39,23,155,2,37,7,10,0,22,50,0
1386723600,2530,2129,401,1,6,0,0,0,0,0,0,39,29,113,2,38,5,11,0,23,51,0
1386727200,1851,1086,765,2,37,0,1,0,0,0,0,39,57,153,2,38,16,10,0,22,50,0
1386730800,1576,382,1194,21,54,160,0,0,0,0,0,39,65,112,2,38,9,11,0,125,51,0
1386734400,1090,323,767,13,55,58,1,0,0,0,0,40,23,141,2,37,16,11,0,62,50,0
1386738000,1114,382,732,1,120,0,0,0,0,0,0,41,74,112,1,38,9,10,0,22,51,0
1386741600,914,182,732,0,149,0,1,0,0,0,0,41,23,153,2,39,7,11,0,23,51,0
1386745200,713,93,620,1,91,1,0,0,0,0,0,42,66,113,2,38,6,10,0,22,51,0
1386748800,642,208,434,0,5,3,1,0,0,0,0,42,22,151,2,40,5,11,0,23,51,0
1386752400,551,91,460,1,6,0,0,0,0,0,0,41,39,149,2,38,5,10,0,23,52,0
1386756000,531,100,431,0,5,0,0,0,0,0,0,41,51,117,2,39,5,11,0,22,51,0
1386759600,531,99,432,1,5,0,1,0,0,0,0,41,22,145,2,38,6,10,0,23,51,0
1386763200,541,85,456,0,6,0,0,0,0,0,0,40,45,148,2,38,5,11,0,22,51,0
1386766800,657,211,446,1,5,0,1,0,0,0,0,41,44,127,2,38,10,11,0,23,51,0
1386770400,896,452,444,0,5,0,0,0,0,0,0,40,47,138,1,38,8,10,0,22,51,0
1386774000,984,125,859,1,20,0,1,0,0,0,0,40,23,144,2,38,6,11,0,22,51,0
1386777600,833,84,749,0,6,0,0,0,0,0,0,41,56,113,2,38,6,10,0,23,51,0
1386781200,751,87,664,1,81,1,1,0,0,0,0,41,37,152,2,38,6,11,0,22,51,0
1386784800,788,94,694,0,102,0,0,0,0,0,0,42,53,130,2,39,5,10,0,22,52,0
1386788400,746,92,654,1,44,0,0,0,0,0,0,42,49,132,2,38,8,11,0,23,51,0
1386792000,597,79,518,0,10,0,1,0,0,0,0,41,44,142,2,98,6,10,0,22,51,0
1386795600,600,94,506,1,3,0,0,0,0,0,0,41,34,113,2,128,5,11,0,22,51,0
1386799200,1674,95,1579,0,4,1,1,0,0,0,0,42,51,139,1,1151,9,11,0,23,51,0
1386802800,478,79,399,1,4,1,0,0,0,0,0,41,24,113,2,39,7,10,0,22,51,0
1386806400,1065,91,974,0,81,0,1,0,0,0,0,40,55,152,2,37,7,11,0,22,51,0
1386810000,1326,94,1232,1,83,108,0,0,2,69,0,40,42,112,2,36,11,24,0,79,50,0
1386813600,1941,78,1863,1,115,184,1,0,2,465,0,42,53,134,2,37,8,33,0,139,51,0
1386817200,1737,90,1647,14,92,0,0,0,0,543,0,41,43,148,2,39,14,46,0,23,51,0
1386820800,929,94,835,10,67,0,0,0,1,2,0,41,65,139,2,39,19,42,0,22,51,0
1386824400,1334,79,1255,0,71,192,1,0,0,189,0,41,25,139,2,40,12,26,0,149,51,0
1386828000,953,90,863,1,28,62,0,0,0,241,0,41,62,131,2,40,6,21,0,72,51,0
1386831600,516,93,423,1,4,0,1,0,0,0,0,42,33,114,2,42,5,21,0,23,51,0
1386835200,498,79,419,0,4,3,0,0,0,0,0,42,23,115,2,42,6,22,0,23,52,0
1386838800,529,90,439,1,4,2,1,0,0,0,0,41,47,114,2,42,5,21,0,23,51,0
1386842400,508,91,417,0,4,0,0,0,0,0,0,42,27,114,1,41,5,21,0,23,52,0
1386846000,614,151,463,0,4,0,1,0,0,0,0,41,44,146,2,42,5,21,1,23,51,0
1386849600,585,128,457,1,4,0,0,0,0,0,0,41,42,144,2,41,6,22,0,22,51,0
1386853200,518,95,423,0,4,0,0,0,0,0,0,40,23,118,2,41,5,21,0,22,51,0
1386856800,539,85,454,1,4,0,1,0,0,0,0,41,40,142,2,40,5,21,0,23,51,0
1386860400,1098,95,1003,0,4,0,0,0,0,0,0,40,155,165,2,39,7,21,0,22,51,0
1386864000,791,78,713,1,7,0,1,0,0,0,0,41,93,139,2,41,7,22,0,22,51,0
1386867600,867,94,773,0,83,1,0,0,0,0,0,42,30,147,2,41,6,21,0,22,51,0
1386871200,842,86,756,1,107,0,1,0,0,0,0,41,72,156,2,41,5,21,0,23,51,0
1386874800,760,84,676,1,106,0,0,0,0,0,0,41,33,115,2,40,7,21,0,22,51,0
1386878400,2343,93,2250,0,106,0,1,0,0,0,0,42,27,155,1,1576,5,18,0,22,51,1
1386882000,856,79,777,1,107,0,0,0,0,0,0,41,52,116,2,119,5,18,0,23,51,0
1386885600,1222,92,1130,1,52,3,0,0,0,0,0,42,54,147,2,90,10,42,0,22,51,0
1386889200,873,91,782,0,18,0,1,0,0,0,0,40,74,115,2,41,14,20,0,23,51,0
1386892800,1329,78,1251,0,20,102,0,0,0,0,0,40,65,144,2,38,10,21,0,125,51,0
1386896400,1605,93,1512,1,76,207,1,0,0,0,0,41,30,115,1,39,10,22,0,240,51,0
1386900000,621,81,540,0,4,0,0,0,0,0,0,40,50,143,2,40,5,18,0,22,51,0
1386903600,639,88,551,1,4,0,1,0,0,0,0,41,50,155,2,41,5,18,0,23,51,0
1386907200,726,92,634,4,14,0,0,0,1,0,0,41,46,125,2,40,7,22,0,23,51,0
1386910800,1037,76,961,16,52,0,1,0,3,0,0,42,56,138,2,40,18,47,0,22,51,0
1386914400,852,93,759,0,20,138,0,0,0,0,0,41,28,136,2,41,6,42,0,131,51,0
1386918000,563,86,477,1,11,1,1,0,1,0,0,42,52,119,2,41,5,42,0,23,51,0
1386921600,544,84,460,0,7,1,0,0,0,0,0,42,51,115,2,42,5,42,0,23,51,0
1386925200,538,93,445,1,4,0,1,0,0,0,0,42,27,114,2,42,6,43,0,22,52,0
1386928800,531,76,455,0,4,1,0,0,0,0,0,42,27,127,2,42,5,42,0,23,52,0
1386932400,586,92,494,1,4,0,0,0,0,0,0,42,66,131,2,42,5,42,0,23,51,0
1386936000,556,85,471,0,4,0,1,0,0,0,0,41,35,143,1,42,5,42,0,22,53,0
1386939600,528,81,447,0,4,0,0,0,0,0,0,42,28,113,2,41,6,42,0,23,51,0
1386943200,711,91,620,3,5,0,1,0,0,0,0,41,26,153,2,40,5,43,0,22,52,0
1386946800,1099,75,1024,21,31,0,0,0,0,0,0,41,54,154,2,40,6,42,0,22,50,0
1386950400,948,90,858,3,32,0,1,0,0,0,0,42,44,120,2,40,7,57,0,23,52,0
1386954000,992,192,800,1,99,1,0,0,0,0,0,42,55,140,2,41,6,70,0,22,50,0
1386957600,1496,86,1410,1,104,0,1,0,0,0,0,41,23,117,2,710,5,72,0,23,52,0
1386961200,1572,98,1474,0,69,0,0,0,0,0,0,42,45,141,1,834,6,56,0,23,50,0
1386964800,893,86,807,1,5,0,0,0,0,0,0,41,44,115,2,405,5,18,0,22,53,0
1386968400,2763,86,2677,0,103,0,1,0,0,0,0,42,43,173,2,1931,5,38,0,23,52,0
1386972000,733,95,638,1,90,0,0,0,0,0,0,42,42,113,2,28,6,18,0,22,52,0
1386975600,2371,76,2295,0,4,1,1,0,0,0,0,41,49,152,1,1594,5,30,0,23,53,0
1386979200,1191,93,1098,1,37,0,0,0,2,0,0,41,69,112,2,28,9,24,0,23,50,0
1386982800,1789,88,1701,0,70,57,1,0,0,0,0,40,33,113,2,39,7,18,0,64,50,0
1386986400,2354,80,2274,5,78,171,0,0,0,0,0,41,72,120,2,1043,20,18,0,152,51,0
1386990000,818,93,725,21,56,0,1,0,0,0,0,41,23,113,2,31,10,18,0,22,51,0
1386993600,1719,78,1641,0,128,162,0,0,0,0,0,42,58,117,2,618,13,18,0,127,52,0
1386997200,1969,89,1880,0,29,274,1,0,0,0,0,41,39,141,2,921,5,18,0,200,50,0
1387000800,1174,90,1084,1,12,8,0,0,0,0,0,41,23,117,1,669,5,18,0,26,52,0
1387004400,562,77,485,0,4,0,1,0,0,0,0,42,74,114,2,59,6,18,1,23,51,0
1387008000,504,91,413,1,4,0,0,0,0,0,0,41,23,113,2,39,5,18,0,23,53,0
1387011600,502,81,421,0,4,0,1,0,0,0,0,42,23,114,2,39,5,18,0,23,52,0
1387015200,535,85,450,1,4,1,0,0,0,0,0,41,63,113,2,39,6,17,0,23,53,0
1387018800,520,90,430,0,4,2,0,0,1,0,0,42,29,114,2,39,5,18,0,23,53,0
1387022400,1211,75,1136,1,4,2,1,0,0,0,0,42,22,119,2,754,5,18,0,22,53,0
1387026000,830,91,739,0,4,0,0,0,0,0,0,41,43,116,2,345,5,18,0,23,52,0
1387029600,1013,76,937,1,4,1,1,0,0,0,0,42,50,116,2,509,6,18,0,23,53,0
1387033200,1844,89,1755,0,4,0,0,0,0,0,0,40,25,122,1,1354,5,18,0,23,52,0
1387036800,2301,85,2216,1,8,0,1,0,0,0,0,41,45,207,2,1416,7,18,0,23,52,0
1387040400,1260,81,1179,0,4,0,0,0,0,0,0,40,66,113,2,39,5,18,0,23,52,0
1387044000,1507,91,1416,1,33,0,1,0,0,0,0,40,42,117,2,752,8,18,0,23,50,0
1387047600,973,75,898,0,4,0,0,0,0,0,0,40,21,116,1,529,5,18,0,22,49,0
1387051200,1914,90,1824,1,7,0,0,0,0,0,0,41,95,146,2,1048,6,18,0,23,50,0
1387054800,992,87,905,0,6,139,1,62,0,0,0,40,18,114,2,39,8,18,0,125,50,0
1387058400,1239,79,1160,0,4,272,0,131,0,0,0,41,37,115,2,150,5,18,1,221,52,0
1387062000,5679,184,5495,1,19,118,2336,23,0,0,0,40,68,240,2,2152,7,19,0,116,50,0
1387065600,1715,101,1614,0,61,0,394,161,0,0,0,40,27,124,1,124,6,19,0,22,49,0
1387069200,1840,83,1757,1,4,0,0,0,0,0,0,40,60,122,2,1294,5,18,0,21,50,0
1387072800,1109,96,1013,0,4,0,0,0,0,0,0,41,38,164,2,527,6,18,0,21,49,0
1387076400,4123,80,4043,2,21,0,1778,0,0,0,0,40,42,144,1,1537,9,35,0,21,49,0
1387080000,1895,92,1803,15,58,0,916,0,3,0,0,41,53,120,2,54,15,59,1,21,50,0
1387083600,920,92,828,1,65,20,0,0,0,0,0,41,23,116,2,40,12,63,0,21,50,0
1387087200,728,77,651,1,34,25,0,0,0,0,0,41,75,117,2,41,6,67,0,21,52,0
1387090800,614,93,521,0,4,3,0,0,0,0,0,41,18,117,2,41,5,70,0,22,53,0
1387094400,617,84,533,1,4,0,0,0,0,0,0,41,36,116,2,41,5,71,0,21,52,0
1387098000,635,84,551,0,4,2,0,0,3,0,0,39,58,116,2,41,6,71,0,21,53,0
1387101600,525,92,433,1,4,2,0,0,4,0,0,39,26,116,2,42,5,24,0,21,53,0
1387105200,502,76,426,0,4,3,0,0,3,0,0,39,27,116,2,42,5,17,0,21,53,0
1387108800,535,92,443,1,4,3,0,0,4,0,0,39,49,116,2,42,6,18,0,21,52,0
1387112400,1520,79,1441,0,4,1,0,0,3,0,0,39,42,122,1,1036,5,18,0,22,53,0
1387116000,494,88,406,1,4,0,0,0,4,0,0,39,18,116,2,42,5,18,0,21,53,0
1387119600,1947,85,1862,0,4,0,0,0,4,0,0,38,35,123,2,1454,5,18,0,21,52,0
1387123200,2248,82,2166,1,4,0,0,0,3,0,0,39,56,157,1,1652,6,18,0,21,50,0
1387126800,1297,93,1204,0,7,1,0,0,14,106,0,39,58,117,3,32,12,40,0,21,53,0
1387130400,1291,75,1216,1,4,2,0,92,13,366,0,38,55,116,1,38,12,19,1,21,52,0
1387134000,1381,91,1290,1,94,1,0,72,3,213,0,39,24,119,2,382,6,18,0,21,51,0
1387137600,1347,82,1265,0,11,0,0,0,0,0,0,39,36,120,2,848,6,19,0,21,52,0
1387141200,1157,86,1071,1,4,0,0,0,0,202,0,38,56,119,2,453,5,18,0,22,51,1
1387144800,980,92,888,1,81,0,0,0,0,284,0,39,36,116,2,38,6,18,0,21,53,0
1387148400,1379,75,1304,0,62,0,0,0,0,0,0,39,62,119,1,742,5,18,0,21,51,0
1387152000,2565,91,2474,35,12,1,1020,21,0,0,0,39,28,119,2,462,14,61,0,21,50,0
1387155600,2976,79,2897,14,53,0,477,136,0,0,0,38,79,116,2,37,17,44,1,21,49,1104
1387159200,4264,87,4177,21,52,194,2881,111,2,0,0,39,67,115,2,36,7,42,0,165,50,4
1387162800,1961,88,1873,21,55,248,685,85,0,0,0,39,25,117,2,129,6,43,1,204,50,0
1387166400,2424,157,2267,12,56,0,991,0,0,0,0,39,36,119,2,583,14,42,0,27,50,0
1387170000,1601,124,1477,1,145,243,0,0,0,0,0,39,65,118,2,319,6,23,0,195,51,0
1387173600,2055,83,1972,0,94,276,0,0,0,0,0,39,34,121,1,909,5,18,0,233,52,0
1387177200,515,97,418,1,7,1,0,0,0,0,0,39,21,117,2,42,5,18,0,23,53,0
1387180800,532,82,450,0,4,0,0,0,0,0,0,39,61,116,2,41,6,19,0,22,52,1
1387184400,519,90,429,1,4,0,0,0,0,0,0,39,37,116,2,42,5,18,0,22,53,0
1387188000,604,85,519,0,4,1,0,0,0,0,0,39,129,116,2,42,5,18,0,22,53,0
1387191600,593,84,509,1,4,1,0,0,0,0,0,39,98,143,2,41,5,18,0,22,53,0
1387195200,516,90,426,0,4,0,0,0,0,0,0,38,35,120,2,42,6,18,0,22,52,0
1387198800,512,79,433,1,4,0,0,0,0,0,0,39,18,137,2,41,5,18,0,21,53,0
1387202400,554,93,461,0,4,0,0,0,0,0,0,39,41,131,2,42,5,18,0,22,53,0
1387206000,782,76,706,1,4,0,0,0,0,0,0,39,48,178,10,40,6,61,0,22,52,0
1387209600,664,93,571,0,4,0,0,0,0,0,0,39,36,147,2,41,5,78,0,22,52,0
1387213200,654,81,573,0,6,41,0,0,0,0,0,39,30,118,2,57,6,53,0,21,52,0
1387216800,1850,89,1761,1,4,0,0,0,0,0,0,38,66,120,2,1107,11,17,0,22,52,0
1387220400,814,90,724,0,4,0,0,0,0,0,0,39,36,118,2,329,8,18,0,21,51,0
1387224000,1559,79,1480,1,36,0,0,0,0,0,0,38,57,120,2,969,11,20,0,21,51,0
1387227600,531,94,437,1,4,1,0,0,0,0,0,39,37,117,1,38,11,18,0,22,51,0
1387231200,1961,81,1880,0,4,0,0,0,0,0,0,38,60,140,2,1443,5,18,0,21,52,0
1387234800,592,90,502,0,4,69,0,0,0,0,0,39,28,118,6,34,6,17,0,21,52,0
1387238400,1990,91,1899,1,48,197,0,0,0,0,0,39,49,120,16,781,8,19,0,21,50,0
1387242000,1807,78,1729,0,54,97,0,0,0,0,0,38,72,118,2,210,7,17,0,21,51,0
1387245600,1873,92,1781,1,55,13,0,0,2,0,0,39,117,118,2,38,8,18,0,27,51,0
1387249200,1929,80,1849,0,57,275,0,0,7,0,0,38,98,118,2,37,8,17,0,224,51,0
1387252800,1744,88,1656,21,55,2,0,0,3,0,0,39,46,122,1,697,10,54,0,28,51,0
1387256400,887,89,798,2,118,0,0,0,2,0,0,39,73,118,2,41,11,42,0,21,51,0
1387260000,1022,78,944,0,50,174,4,0,0,0,0,38,24,156,2,40,14,28,0,161,51,0
1387263600,730,92,638,1,34,68,2,0,0,0,0,39,49,119,2,42,6,18,0,80,52,0
1387267200,713,79,634,0,74,2,0,0,1,0,0,39,60,119,2,41,5,18,0,23,51,0
1387270800,756,90,666,1,95,0,0,0,0,0,0,38,23,127,2,41,5,17,0,22,52,0
1387274400,775,98,677,1,85,1,0,0,0,0,0,39,40,141,2,42,6,18,0,22,52,0
1387278000,627,169,458,0,6,0,0,0,0,0,0,39,41,144,2,42,5,17,0,22,52,0
1387281600,535,99,436,1,5,0,0,0,0,0,0,38,43,122,2,41,5,18,0,22,51,0
1387285200,555,84,471,0,5,0,0,0,0,0,0,39,40,148,2,42,6,18,0,22,52,0
1387288800,512,92,420,1,5,1,0,0,1,0,0,38,23,126,1,41,5,17,0,22,52,0
1387292400,603,86,517,0,5,0,0,0,0,0,0,39,73,174,2,40,5,18,0,21,51,0
1387296000,725,86,639,0,6,0,0,0,0,0,0,38,23,143,2,39,7,18,0,22,50,0
1387299600,1228,94,1134,1,23,0,0,0,0,0,0,39,79,142,2,39,7,18,0,21,51,0
1387303200,1723,77,1646,0,5,0,0,0,0,0,0,38,42,125,2,1229,6,18,0,22,52,1
1387306800,1438,94,1344,1,85,0,0,0,0,0,0,39,22,182,2,737,6,17,0,22,51,0
1387310400,1375,83,1292,0,22,0,0,0,0,0,0,38,63,123,1,837,5,18,0,21,51,0
1387314000,1212,88,1124,1,101,0,0,0,0,0,0,39,39,122,2,467,6,18,0,21,51,0
1387317600,1428,93,1335,1,103,0,0,0,0,0,0,39,34,122,2,687,6,18,0,21,51,0
1387321200,1772,77,1695,0,113,0,0,0,0,0,0,38,57,122,2,532,5,18,0,21,52,0
1387324800,1535,94,1441,1,85,251,0,0,0,0,0,39,45,119,2,202,6,18,0,191,51,0
1387328400,3330,80,3250,0,54,75,0,0,0,155,0,38,68,124,2,888,17,18,0,28,50,1144
1387332000,1523,90,1433,2,56,37,0,0,0,378,0,39,24,119,2,38,12,39,0,21,52,8
1387335600,1530,88,1442,22,81,0,0,0,1,226,0,39,72,118,2,37,12,53,1,21,51,0
1387339200,1500,80,1420,18,73,0,0,0,3,355,0,39,51,118,2,37,15,45,0,21,51,0
1387342800,1601,93,1508,0,55,0,0,0,1,2,0,38,42,124,1,919,10,62,0,21,51,0
1387346400,1231,76,1155,0,18,263,0,0,0,0,0,39,40,122,2,232,5,21,0,228,52,0
1387350000,646,93,553,1,12,60,0,0,0,0,0,38,21,119,2,41,5,18,0,73,51,0
1387353600,528,79,449,0,5,0,0,0,0,0,0,39,57,120,2,41,6,18,0,22,52,0
1387357200,515,89,426,1,6,1,0,0,0,0,0,39,24,119,2,42,5,19,0,22,52,0
1387360800,502,85,417,0,5,1,0,0,0,0,0,38,21,119,2,42,5,20,0,22,52,0
1387364400,1531,83,1448,1,5,1,0,0,0,0,0,39,50,127,2,1026,5,20,0,22,52,0
1387368000,524,89,435,0,5,1,0,0,1,0,0,38,30,119,2,42,6,21,0,22,52,0
1387371600,1648,77,1571,1,6,0,0,0,0,0,0,39,52,126,2,1151,5,21,0,22,51,0
1387375200,504,91,413,0,5,0,0,0,0,0,0,38,20,119,1,40,5,20,0,21,51,0
1387378800,1402,75,1327,1,5,0,0,0,0,0,0,39,45,156,2,876,6,20,0,22,51,0
1387382400,657,173,484,0,5,0,0,0,0,0,0,38,34,157,2,59,5,21,0,22,52,0
1387386000,918,113,805,1,6,0,0,0,0,0,0,39,24,123,2,426,6,20,0,21,51,0
1387389600,1974,84,1890,0,59,9,0,0,0,0,0,39,58,142,2,1042,7,20,0,22,51,0
1387393200,684,96,588,1,108,0,0,0,0,0,0,39,48,122,2,38,7,22,0,22,51,0
1387396800,728,77,651,0,5,0,0,0,0,0,0,39,52,121,1,39,8,18,0,148,51,0
1387400400,641,94,547,1,21,0,0,0,0,0,0,38,55,120,2,38,7,17,0,61,51,0
1387404000,645,82,563,0,69,0,0,0,0,0,0,39,36,121,2,39,6,55,0,22,51,0
1387407600,1242,86,1156,1,90,0,0,0,0,0,0,39,21,122,2,466,5,35,0,23,51,0
1387411200,1918,88,1830,1,93,0,0,0,0,0,0,38,68,139,2,946,6,18,0,22,51,0
1387414800,611,80,531,0,5,0,0,0,0,0,0,39,21,122,2,38,5,18,0,22,51,0
1387418400,600,92,508,1,5,0,0,0,0,0,0,38,38,157,1,38,5,18,0,23,51,0
1387422000,826,75,751,0,18,0,0,0,0,0,0,39,53,156,2,38,6,19,0,22,51,0
1387425600,984,92,892,3,60,4,0,0,4,0,0,38,55,124,2,38,8,42,0,23,51,0
1387429200,838,81,757,3,55,33,0,0,0,0,0,39,51,159,2,38,19,48,0,42,51,0
1387432800,1131,87,1044,0,36,276,0,0,0,0,0,38,23,153,2,38,5,20,0,274,51,0
1387436400,853,92,761,0,36,127,0,0,1,0,0,39,70,122,2,38,6,19,0,124,51,1
1387440000,497,77,420,1,6,1,0,0,0,0,0,38,30,120,2,40,5,20,0,23,52,0
1387443600,513,94,419,0,5,2,0,0,0,0,0,39,23,119,2,40,5,20,0,23,52,0
1387447200,551,81,470,1,5,0,0,0,0,0,0,38,45,145,2,39,5,20,0,23,52,0
1387450800,531,88,443,0,5,0,0,0,0,0,0,39,49,124,2,40,6,20,0,22,51,0
1387454400,537,88,449,1,6,0,0,0,0,0,0,38,23,150,2,38,5,20,0,23,52,0
1387458000,532,79,453,0,5,0,0,0,0,0,0,39,22,153,2,39,5,19,0,22,51,0
1387461600,554,92,462,0,5,0,0,0,0,0,0,38,51,142,2,38,5,20,0,23,51,0
1387465200,553,76,477,1,6,0,0,0,0,0,0,39,41,167,2,38,6,20,0,22,51,0
1387468800,568,92,476,0,5,0,0,0,0,0,0,38,26,171,1,38,5,20,0,23,51,0
1387472400,803,89,714,1,5,0,0,0,1,0,0,39,51,151,2,38,7,20,0,22,51,0
1387476000,1078,80,998,0,32,0,0,0,0,0,0,38,84,130,2,38,7,21,0,22,51,0
1387479600,635,92,543,1,107,0,0,0,0,0,0,39,20,142,2,39,5,20,0,23,51,0
1387483200,545,85,460,0,8,0,0,0,0,0,0,38,43,141,2,38,6,20,0,22,51,0
1387486800,570,84,486,1,5,0,0,0,0,0,0,39,52,157,2,38,7,20,0,22,51,0
1387490400,1317,190,1127,0,16,127,0,0,0,0,0,38,53,119,2,38,18,58,0,115,51,0
1387494000,1611,94,1517,0,54,219,0,0,0,0,0,39,33,149,2,38,7,45,0,184,51,0
1387497600,1705,92,1613,1,19,9,0,12,0,0,0,38,41,122,2,37,8,54,0,26,52,0
1387501200,1721,91,1630,1,128,62,0,92,0,0,0,39,54,88,2,37,5,57,1,22,50,0
1387504800,689,82,607,0,54,4,0,6,0,0,0,38,32,126,2,37,6,21,0,22,50,0
1387508400,586,94,492,1,55,3,0,0,0,0,0,39,24,99,1,38,5,21,0,23,50,0
1387512000,623,77,546,0,55,4,0,0,0,0,0,38,54,118,2,38,5,20,0,22,50,0
1387515600,672,93,579,1,55,3,0,0,0,0,0,39,30,128,2,38,7,19,0,22,49,0
1387519200,1102,86,1016,12,54,7,6,57,3,0,0,38,50,89,2,37,14,32,0,24,50,0
1387522800,3259,85,3174,1,42,250,2072,0,2,0,0,39,188,90,2,39,5,23,0,210,52,0
